unit,post,treat,Y
119,0,1.0,4.10482541776141
120,0,1.0,0.11303911279057832
121,0,1.0,1.7167642536296859
122,0,1.0,1.3434680758902946
123,0,1.0,1.8677385331673042
124,0,1.0,3.664013972068905
125,0,1.0,4.147689581855095
126,0,1.0,4.379204587631082
127,0,1.0,1.7416972155396593
128,0,1.0,0.32945622789754436
129,0,1.0,3.2290898801080083
130,0,1.0,2.8324536713533552
131,0,1.0,-0.21243426038515567
132,0,1.0,1.9576835045769627
133,0,1.0,0.9543754994837141
134,0,1.0,-0.7101428199543287
135,0,1.0,2.733214770405688
136,0,1.0,1.5279055539368296
137,0,1.0,1.561520589918929
138,0,1.0,2.6093925463077197
139,0,1.0,-0.4237117327575435
140,0,1.0,0.8191292387637912
141,0,1.0,2.854648270733698
142,0,1.0,3.317471795401604
143,0,1.0,4.524762538424896
144,0,1.0,2.809828706936373
145,0,1.0,3.3639962364631106
146,0,1.0,2.6359545971969065
147,0,1.0,3.809579083288925
148,0,1.0,0.7721462596301425
149,0,1.0,1.436306071917795
150,0,1.0,2.3365077340976512
151,0,1.0,2.478345448013536
152,0,1.0,0.6271348443425686
153,0,1.0,0.09609709935587274
154,0,1.0,1.1135978926483558
155,0,1.0,1.384327181058152
156,0,1.0,2.9910224106345966
157,0,1.0,-0.6206319548994941
158,0,1.0,5.936013432520977
159,0,1.0,1.165212067909053
160,0,1.0,0.04259842548144688
161,0,1.0,0.45301635163940324
162,0,1.0,2.2678463950001064
163,0,1.0,1.0638117967571394
164,0,1.0,2.195249357207231
165,0,1.0,1.8768596326914473
166,0,1.0,2.6347367519078895
167,0,1.0,2.305628807275936
168,0,1.0,3.094847099913652
169,0,1.0,4.962391635968064
170,0,1.0,1.8823763324338203
171,0,1.0,0.9102435467841268
172,0,1.0,3.863263711738375
173,0,1.0,3.065853919986876
174,0,1.0,2.312904076046704
175,0,1.0,2.7587953844837667
176,0,1.0,1.6552436967311361
177,0,1.0,4.4990544063193765
178,0,1.0,3.8950149528612164
179,0,1.0,2.8734049147388148
180,0,1.0,1.99710221452063
181,0,1.0,-0.1544984356537209
182,0,1.0,3.659214303754564
183,0,1.0,2.626529931603222
184,0,1.0,3.9581072474815744
185,0,1.0,0.35603016165546375
186,0,1.0,2.254289759700808
187,0,1.0,2.136782831484065
188,0,1.0,-0.3150821915359612
189,0,1.0,0.23522286171199847
190,0,1.0,2.894708560423546
191,0,1.0,6.38741760505037
192,0,1.0,4.4266801476738955
193,0,1.0,-0.23865068662702216
194,0,1.0,2.7820024789214304
195,0,1.0,1.4268103529666816
196,0,1.0,3.4730057443505533
197,0,1.0,2.669145687704281
198,0,1.0,1.546139850446606
199,0,1.0,3.742321371405898
200,0,1.0,2.58910487606903
201,0,1.0,2.8732195959010034
202,0,1.0,2.492672232103892
203,0,1.0,2.510820569565103
204,0,1.0,2.639931279353413
205,0,1.0,4.479842094744072
206,0,1.0,3.8359843856803257
207,0,1.0,4.265361212910527
208,0,1.0,-0.5534331980288476
209,0,1.0,3.1460027799844488
210,0,1.0,0.9238566782739719
211,0,1.0,2.776583078201883
212,0,1.0,4.271891504142367
213,0,1.0,0.8819528913658741
214,0,1.0,2.8511313187319813
215,0,1.0,1.6716825264270343
216,0,1.0,4.004000587518699
217,0,1.0,2.824021121141056
218,0,1.0,2.0272188771710686
219,0,1.0,2.1298744507933067
220,0,1.0,2.929435940844029
221,0,1.0,5.094168172428194
222,0,1.0,2.8961939991671537
223,0,1.0,3.2524837593685136
224,0,1.0,3.9506313566855917
225,0,1.0,2.241678458306294
226,0,1.0,1.0209181392305373
227,0,1.0,2.6660496484134732
228,0,1.0,3.8696855969882407
229,0,1.0,2.389423604829268
230,0,1.0,0.9381648053834595
231,0,1.0,3.5153049007977835
232,0,1.0,5.1637088926519805
233,0,1.0,2.589444160677732
234,0,1.0,1.2939558113101775
235,0,1.0,4.083189295412311
236,0,1.0,3.8917863404116924
237,0,1.0,3.383646340748552
238,0,1.0,2.865992547785929
239,0,1.0,2.7777181470337995
240,0,1.0,4.833788500069123
241,0,1.0,3.600108284090197
242,0,1.0,2.41810032308091
243,0,1.0,3.123842389827196
244,0,1.0,2.2605799635002657
245,0,1.0,2.2016502228075616
246,0,1.0,2.1630575703686925
247,0,1.0,3.5701672572878893
248,0,1.0,2.2057335410660377
249,0,1.0,2.445798497534659
250,0,1.0,2.8384800522972222
251,0,1.0,3.6822644084293685
252,0,1.0,4.399174733833332
253,0,1.0,1.5746620287909832
254,0,1.0,3.3238475369066722
255,0,1.0,3.396653758123445
256,0,1.0,2.773990746269356
257,0,1.0,-0.06813985648462584
258,0,1.0,2.4666930694908067
259,0,1.0,2.8047596554883043
260,0,1.0,4.454219199734414
261,0,1.0,4.338826024815763
262,0,1.0,3.47892948265498
263,0,1.0,6.1150989301666865
264,0,1.0,3.3400739989262065
265,0,1.0,1.7965497087701525
266,0,1.0,3.938425077454306
267,0,1.0,2.3123342222280128
268,0,1.0,3.1520187716487054
269,0,1.0,1.1320556758552187
270,0,1.0,1.710658328404239
271,0,1.0,0.29660024658021245
272,0,1.0,2.534814857383481
273,0,1.0,1.5273163671007939
274,0,1.0,5.933551550534651
275,0,1.0,4.364956629183709
276,0,1.0,1.8338014998102565
277,0,1.0,1.3801081587779296
278,0,1.0,1.4722850587273562
279,0,1.0,1.3038078706397396
280,0,1.0,1.1017814951986558
281,0,1.0,2.4010778302552804
282,0,1.0,1.523802788529213
283,0,1.0,0.9418466513465051
284,0,1.0,4.392554108551605
285,0,1.0,1.6783664783426426
286,0,1.0,1.6495537785540324
287,0,1.0,4.9684057787406
288,0,1.0,5.295386568409819
289,0,1.0,3.860275424539333
290,0,1.0,2.8461180163924027
291,0,1.0,1.4419502024497537
292,0,1.0,4.083627145651176
293,0,1.0,1.7193375548355725
294,0,1.0,0.3496550569816175
295,0,1.0,1.8670004830162203
296,0,1.0,0.8383785757811077
297,0,1.0,1.2898757710440203
298,0,1.0,4.600609812922384
299,0,1.0,4.693277671847674
300,0,1.0,1.4526950658749918
301,0,1.0,1.5022335194750123
302,0,1.0,1.205342608657911
303,0,1.0,5.134332590393722
304,0,1.0,4.830158193883997
305,0,1.0,1.5235010786662042
306,0,1.0,4.149401113593846
307,0,1.0,2.8902780876970064
308,0,1.0,3.134814197960127
309,0,1.0,3.4437008161643106
310,0,1.0,2.18159852002749
311,0,1.0,2.0501164655136925
312,0,1.0,4.983380734587924
313,0,1.0,2.5205121296099016
314,0,1.0,3.107410762111787
315,0,1.0,5.326787822921792
316,0,1.0,3.305627457367768
317,0,1.0,2.65378490374419
318,0,1.0,1.9284234311760802
319,0,1.0,1.4478530121069613
320,0,1.0,2.9376573997961577
321,0,1.0,1.5893911374680658
322,0,1.0,2.0855610977882635
323,0,1.0,-0.1762826879205286
324,0,1.0,3.1881631778954316
325,0,1.0,1.3254247566255386
326,0,1.0,5.472878617278937
327,0,1.0,1.3433645859644412
328,0,1.0,2.0092611139312098
329,0,1.0,2.4491624542432997
330,0,1.0,1.9558807910266336
331,0,1.0,-0.14327501084822725
332,0,1.0,2.6405455483484976
333,0,1.0,3.274096698578139
334,0,1.0,2.079374606949179
335,0,1.0,2.183607593526782
336,0,1.0,2.0495588009270804
337,0,1.0,1.316787343938839
338,0,1.0,1.616592989988273
339,0,1.0,4.826074637344201
340,0,1.0,3.2434147623749108
341,0,1.0,3.800400624634894
342,0,1.0,1.7656485331770857
343,0,1.0,3.9767425964962566
344,0,1.0,4.295289517808815
345,0,1.0,1.9909718879873464
346,0,1.0,6.409658441956528
347,0,1.0,1.1581634360987911
348,0,1.0,0.8056543124112907
349,0,1.0,1.335730091835345
350,0,1.0,1.8538613536390849
351,0,1.0,3.6609350430419507
352,0,1.0,1.5176527621626985
353,0,1.0,-0.40601352011503433
354,0,1.0,1.7016430518017558
355,0,1.0,2.0560802744671602
356,0,1.0,3.120564798649368
357,0,1.0,-1.2269069330413664
358,0,1.0,2.034804604821576
359,0,1.0,2.4419561757208568
360,0,1.0,2.595195213619897
361,0,1.0,3.5986047275989517
362,0,1.0,1.1105744446742374
363,0,1.0,2.3063579823240232
364,0,1.0,2.636965369201106
365,0,1.0,2.085763116690698
366,0,1.0,3.124595080041863
367,0,1.0,1.1040650364960203
368,0,1.0,3.2259146694353937
369,0,1.0,2.138012698110457
370,0,1.0,3.6635747835406196
371,0,1.0,4.236583208546744
372,0,1.0,3.8105815092288813
373,0,1.0,0.5455305936222097
374,0,1.0,1.5338070947751623
375,0,1.0,2.8534792824670046
376,0,1.0,1.989636788269974
377,0,1.0,1.5660348650643745
378,0,1.0,3.789238303919217
379,0,1.0,0.8908578676822108
380,0,1.0,0.05937937216132427
381,0,1.0,1.0525135164256498
382,0,1.0,3.0255916263653946
383,0,1.0,4.6816449094830555
384,0,1.0,5.2735287653050715
385,0,1.0,2.1172652223404853
386,0,1.0,1.0583974868504953
387,0,1.0,2.538958971363288
388,0,1.0,2.7346912970712807
389,0,1.0,-0.057950142434366025
390,0,1.0,-0.26006433290598086
391,0,1.0,0.5629358033429281
392,0,1.0,4.334340060298776
393,0,1.0,2.1166773520789697
394,0,1.0,1.683515746229764
395,0,1.0,3.2532227271006366
396,0,1.0,4.114755217497972
397,0,1.0,1.3755122350753073
398,0,1.0,2.69866663295588
399,0,1.0,2.8313214121514894
400,0,1.0,3.8021196741247847
401,0,1.0,2.4851651870721927
402,0,1.0,0.31126869163250825
403,0,1.0,2.4606128111589527
404,0,1.0,3.021045763330911
405,0,1.0,2.3024804081556622
406,0,1.0,1.4918096247667405
407,0,1.0,0.5222812855570766
408,0,1.0,4.177872603901013
409,0,1.0,3.5806052973274034
410,0,1.0,2.5506574961658353
411,0,1.0,0.9556756654732528
412,0,1.0,3.531693387042952
413,0,1.0,1.6547470909672917
414,0,1.0,-0.1345284537200384
415,0,1.0,3.8553419777476416
416,0,1.0,-0.570540493383398
417,0,1.0,2.135060485595977
418,0,1.0,3.654799108228479
419,0,1.0,2.7257791722212383
420,0,1.0,3.5472598130932824
421,0,1.0,4.1086475508823765
422,0,1.0,1.0629302960211569
423,0,1.0,2.4969374849684303
424,0,1.0,2.408305017255829
425,0,1.0,2.3445940432723216
426,0,1.0,3.498252279703736
427,0,1.0,3.4536459210407067
428,0,1.0,3.9980334852639112
429,0,1.0,1.0019140714903922
430,0,1.0,2.958270128951212
431,0,1.0,0.8743277715493547
432,0,1.0,3.121736567646082
433,0,1.0,4.933166314036729
434,0,1.0,4.754139355190317
435,0,1.0,0.5435829713513161
436,0,1.0,0.8195755805935478
437,0,1.0,3.1356959841245393
438,0,1.0,1.6394326161566455
439,0,1.0,4.375005527477089
440,0,1.0,3.6275462116827937
441,0,1.0,3.250424817075457
442,0,1.0,0.9140314579140529
443,0,1.0,3.680972219808732
444,0,1.0,3.3670573297983952
445,0,1.0,2.4051916255523804
446,0,1.0,0.29942879750687323
447,0,1.0,4.729270090181691
448,0,1.0,0.7809826354814764
449,0,1.0,0.25601678218553436
450,0,1.0,3.2201355596155645
451,0,1.0,4.034789621388346
452,0,1.0,1.3866947859939827
453,0,1.0,1.0734182496997262
454,0,1.0,2.9848540121769047
455,0,1.0,5.334108401623244
456,0,1.0,5.079100365117901
457,0,1.0,3.8820653432603596
458,0,1.0,2.951801446216242
459,0,1.0,2.170516167093171
460,0,1.0,2.1141636042739402
461,0,1.0,2.033537464764171
462,0,1.0,2.7628648410126555
463,0,1.0,1.8021497836488651
464,0,1.0,2.083125345502788
465,0,1.0,1.5639429235376008
466,0,1.0,2.2345950075489545
467,0,1.0,2.3540142689528816
468,0,1.0,2.86087998058967
469,0,1.0,3.314990616202725
470,0,1.0,6.901017492314896
471,0,1.0,4.356320688127258
472,0,1.0,4.208108934501114
473,0,1.0,4.475698725278888
474,0,1.0,3.250507161761485
475,0,1.0,0.1077438132361106
476,0,1.0,3.2912258293678525
477,0,1.0,2.0222223951483826
478,0,1.0,1.6836318628575395
479,0,1.0,0.2485070736247459
480,0,1.0,0.404821556287573
481,0,1.0,2.206324825379002
482,0,1.0,2.927794692105963
483,0,1.0,2.541587039722203
484,0,1.0,1.8591590118638208
485,0,1.0,3.2534864895874045
486,0,1.0,3.570766309091275
487,0,1.0,3.3084429049017747
488,0,1.0,3.3757344116194536
489,0,1.0,3.660437270886987
490,0,1.0,-0.19637905673600864
491,0,1.0,3.0613875824343335
492,0,1.0,1.643019385900006
493,0,1.0,5.251843492576447
494,0,1.0,4.199608530648209
495,0,1.0,2.9347639818279405
496,0,1.0,2.2027901073854514
497,0,1.0,-0.7417901553357025
498,0,1.0,0.7747948050681095
499,0,1.0,1.7849937179601616
500,0,1.0,3.0581214506126826
501,0,1.0,1.917932300290238
502,0,1.0,4.710097419951365
503,0,1.0,1.6171063290779495
504,0,1.0,5.972542214498343
505,0,1.0,0.648354330105267
506,0,1.0,3.5700651774665917
507,0,1.0,2.333246572532232
508,0,1.0,2.0281560921056583
509,0,1.0,2.401497084639876
510,0,1.0,1.2956441770694918
511,0,1.0,2.9006052913920266
512,0,1.0,1.3643810844632709
513,0,1.0,2.8254692670248267
514,0,1.0,3.0898378477407755
515,0,1.0,2.7150535145102372
516,0,1.0,1.7241447785081272
517,0,1.0,4.57905938565553
518,0,1.0,-0.10816485414472332
519,0,1.0,3.20414340988373
520,0,1.0,5.0703750371243315
521,0,1.0,4.149813682079744
522,0,1.0,0.8386558400680562
523,0,1.0,1.4264753327970414
524,0,1.0,2.34192683992308
525,0,1.0,0.7757033784064813
526,0,1.0,1.445936696376415
527,0,1.0,0.2824812069379061
528,0,1.0,3.509549219485012
529,0,1.0,4.112475030011833
530,0,1.0,1.4707997919525888
531,0,1.0,1.9767801295728116
532,0,1.0,1.04463072768581
533,0,1.0,3.341181909074641
534,0,1.0,1.4176399681879026
535,0,1.0,1.072273389015728
536,0,1.0,3.582577571537212
537,0,1.0,4.282844045231782
538,0,1.0,2.6705586290642014
539,0,1.0,-0.01811118803945444
540,0,1.0,4.168840639996111
541,0,1.0,0.08831742386553154
542,0,1.0,0.6113194332256235
543,0,1.0,1.9096166074512217
544,0,1.0,2.910156181625273
545,0,1.0,1.8316621074427926
546,0,1.0,4.446101546577089
547,0,1.0,2.871365650140853
548,0,1.0,2.56210353302112
549,0,1.0,0.4874901515806007
550,0,1.0,4.498418373986491
551,0,1.0,2.2733195514488234
552,0,1.0,0.9707609886338977
553,0,1.0,1.5280962225875947
554,0,1.0,4.566252317719923
555,0,1.0,2.8746741928559123
556,0,1.0,2.178948745487513
557,0,1.0,1.6740589295801402
558,0,1.0,3.2370477900834693
559,0,1.0,0.37315122887362406
560,0,1.0,2.7191463932254454
561,0,1.0,1.762809340371167
562,0,1.0,0.38399953777191476
563,0,1.0,1.9745163191405055
564,0,1.0,0.29889957192186634
565,0,1.0,1.6077341852398601
566,0,1.0,-0.8023987934219798
567,0,1.0,1.504324478742404
568,0,1.0,0.6708418487354901
569,0,1.0,2.3857847959221985
570,0,1.0,2.216906102055674
571,0,1.0,2.8773337996223094
572,0,1.0,4.287181770056664
573,0,1.0,4.334261583193172
574,0,1.0,1.9290635294452747
575,0,1.0,2.4935528588439193
576,0,1.0,0.9781138131980867
577,0,1.0,2.2210230460796287
578,0,1.0,4.533122775537669
579,0,1.0,1.1133705281069146
580,0,1.0,5.434049843449101
581,0,1.0,-0.48534406827566823
582,0,1.0,2.7466820173493716
583,0,1.0,1.2178443560372976
584,0,1.0,-0.9737515741569589
585,0,1.0,3.8943299201553314
586,0,1.0,2.612325374143866
587,0,1.0,3.133759720067091
588,0,1.0,1.3466726052082083
589,0,1.0,3.66884143710846
590,0,1.0,1.8241448286803579
591,0,1.0,3.931391856004227
592,0,1.0,1.7557241699083042
593,0,1.0,3.9268163417282755
594,0,1.0,3.1046394134466073
595,0,1.0,4.777309978009673
596,0,1.0,3.1126964537846886
597,0,1.0,4.193239281222846
598,0,1.0,2.998974553214511
599,0,1.0,3.848145234068812
600,0,1.0,2.640783322293438
601,0,1.0,2.6296334372975454
602,0,1.0,4.451688973974415
603,0,1.0,2.6332519842164666
604,0,1.0,0.16154474053205758
605,0,1.0,3.085943289095759
606,0,1.0,4.520657122292612
607,0,1.0,2.6050240587155793
608,0,1.0,2.4726921989751105
609,0,1.0,1.7419061385044408
610,0,1.0,1.629475877886509
611,0,1.0,1.2255145848775888
612,0,1.0,2.1787725450532713
613,0,1.0,0.4354918685549283
614,0,1.0,-0.4504268091134884
615,0,1.0,2.3813183354031295
616,0,1.0,3.696458681226721
617,0,1.0,0.15132308088399338
618,0,1.0,5.843627315437145
619,0,1.0,3.8460975456887363
620,0,1.0,2.839247535773815
621,0,1.0,4.864133264789574
622,0,1.0,1.8848759042922505
623,0,1.0,2.5522677298875207
624,0,1.0,0.11732413414555287
625,0,1.0,2.668811017276224
626,0,1.0,3.3875518166575715
627,0,1.0,2.0955161658146335
628,0,1.0,2.1614020788663835
629,0,1.0,0.7534279668372386
630,0,1.0,4.780977859354939
631,0,1.0,-0.21719007461579531
632,0,1.0,5.062755739093145
633,0,1.0,1.3174779688537666
634,0,1.0,-0.026309111382838424
635,0,1.0,2.1738309750376645
636,0,1.0,2.213744263106356
637,0,1.0,2.659404078483152
638,0,1.0,1.5020029880399943
639,0,1.0,4.842808723247156
640,0,1.0,3.481452603913662
641,0,1.0,2.61423361282312
642,0,1.0,2.051698029292412
643,0,1.0,6.335284575500913
644,0,1.0,2.04912752434801
645,0,1.0,2.344831129984858
646,0,1.0,1.900529470787162
647,0,1.0,4.275518740524947
648,0,1.0,2.624352395799863
649,0,1.0,1.1479443555095492
650,0,1.0,3.2558852495264987
651,0,1.0,3.488468289960041
652,0,1.0,1.5399396721199445
653,0,1.0,3.3427044090177462
654,0,1.0,5.726097481018898
655,0,1.0,4.840407172999397
656,0,1.0,4.272875858513132
657,0,1.0,2.738696432944994
658,0,1.0,2.6606294130905797
659,0,1.0,4.218720320096752
660,0,1.0,-0.13751376652281255
661,0,1.0,2.2595212943266985
662,0,1.0,1.4053062247536996
663,0,1.0,1.5519856795669882
664,0,1.0,3.056660761968277
665,0,1.0,3.334012213042363
666,0,1.0,1.2818090531114619
667,0,1.0,-0.009508659232228656
668,0,1.0,4.131881075552345
669,0,1.0,2.9268102487581564
670,0,1.0,2.193292590196745
671,0,1.0,1.0453578595913267
672,0,1.0,2.998442476864484
673,0,1.0,1.2593923249733718
674,0,1.0,1.7171022340093793
675,0,1.0,3.8217593862014922
676,0,1.0,3.3559648174445718
677,0,1.0,3.1807702073786985
678,0,1.0,4.0336859594006516
679,0,1.0,0.8359721325414207
680,0,1.0,3.864264449462147
681,0,1.0,3.85578495594274
682,0,1.0,4.282353514452432
683,0,1.0,3.0687926989731973
684,0,1.0,2.622150311566232
685,0,1.0,3.3963777224857816
686,0,1.0,4.192616319813869
687,0,1.0,2.5646678399148026
688,0,1.0,3.867821042033462
689,0,1.0,-2.3503433850610733
690,0,1.0,-0.08226709667643117
691,0,1.0,4.0221087151995025
692,0,1.0,3.0219487972967443
693,0,1.0,3.155450759805359
694,0,1.0,1.8319826587445924
695,0,1.0,-0.07229547883539666
696,0,1.0,4.306506451428453
697,0,1.0,3.5841567862718176
698,0,1.0,4.387319059031171
699,0,1.0,-0.599779428403532
700,0,1.0,4.064085318970449
701,0,1.0,3.937404069694835
702,0,1.0,3.3592447378037074
703,0,1.0,2.6313040681313558
704,0,1.0,1.5392551637012453
705,0,1.0,3.3503012548751263
706,0,1.0,1.851816776121208
707,0,1.0,3.573608404736488
708,0,1.0,1.8195080333083264
709,0,1.0,2.1229349019711234
710,0,1.0,1.2264182598975488
711,0,1.0,2.4652976275999583
712,0,1.0,2.5568269572398763
713,0,1.0,4.387273773016053
714,0,1.0,2.6937096728352996
715,0,1.0,-1.7051491017797655
716,0,1.0,6.2512802887909
717,0,1.0,1.6253746147826957
718,0,1.0,0.016209022089251235
719,0,1.0,4.130007889327981
720,0,1.0,3.797312253295506
721,0,1.0,2.0135257477331816
722,0,1.0,0.6755638394155716
723,0,1.0,2.8932809321882447
724,0,1.0,1.903405736240799
725,0,1.0,2.56897749709061
726,0,1.0,2.6065234059702433
727,0,1.0,-0.367574073139437
728,0,1.0,1.6510735726255057
729,0,1.0,1.8099057711345423
730,0,1.0,2.369312549011924
731,0,1.0,2.5366151877403857
732,0,1.0,0.038061331106058915
733,0,1.0,1.570433063963581
734,0,1.0,2.098617061976263
735,0,1.0,2.132915161116618
736,0,1.0,4.065941654923711
737,0,1.0,3.5611335369757393
738,0,1.0,6.664007122533109
739,0,1.0,0.8941594870479179
740,0,1.0,3.878204074260715
741,0,1.0,3.009672987406638
742,0,1.0,2.023003339093987
743,0,1.0,3.027431624609041
744,0,1.0,4.2707601826132615
745,0,1.0,2.067032104008211
746,0,1.0,4.045336801145796
747,0,1.0,2.951008814260672
748,0,1.0,2.6192978120845867
749,0,1.0,6.049873974225553
750,0,1.0,1.1530612169416607
751,0,1.0,3.5517864543205153
752,0,1.0,4.1711944494318605
753,0,1.0,3.19036189610926
754,0,1.0,2.087593707299903
755,0,1.0,2.8742574695843244
756,0,1.0,0.459891890512917
757,0,1.0,1.1991902581216856
758,0,1.0,3.7905691324434
759,0,1.0,1.6640012086269282
760,0,1.0,0.8747595387393066
761,0,1.0,3.074123101708306
762,0,1.0,1.774080603484804
763,0,1.0,3.2554796610633847
764,0,1.0,5.333776026800153
765,0,1.0,2.3294154831175726
766,0,1.0,1.861031536032415
767,0,1.0,0.9444214792468371
768,0,1.0,1.3157854619618017
769,0,1.0,1.8875213588262612
770,0,1.0,0.27242589076023815
771,0,1.0,3.9564023188948947
772,0,1.0,2.0430360865597974
773,0,1.0,3.3293354757524827
774,0,1.0,3.1282927013868975
775,0,1.0,3.236242929509113
776,0,1.0,2.1560625176191595
777,0,1.0,3.8146215265157295
778,0,1.0,3.966119610838545
779,0,1.0,2.8690256538834165
780,0,1.0,0.7013254249774774
781,0,1.0,4.399647809329921
782,0,1.0,1.6638165389674993
783,0,1.0,3.997235317992866
784,0,1.0,3.1884282623268705
785,0,1.0,1.1575466726128565
786,0,1.0,3.0568780650131355
787,0,1.0,1.772810982898298
788,0,1.0,1.7140800384462396
789,0,1.0,4.561074014823818
790,0,1.0,0.6663213489916706
791,0,1.0,2.6644327219932835
792,0,1.0,3.9672188983521197
793,0,1.0,2.6385226757875664
794,0,1.0,1.2267716333516911
795,0,1.0,3.3699542935530102
796,0,1.0,1.7527080387375522
797,0,1.0,1.995975017399568
798,0,1.0,-0.5696011647332209
799,0,1.0,3.9913931674489977
800,0,1.0,3.467495045172003
801,0,1.0,3.5112029195191887
802,0,1.0,1.120736167004554
803,0,1.0,0.8332622939741077
804,0,1.0,3.2351880200542107
805,0,1.0,2.7856790820073463
806,0,1.0,5.396148046340024
807,0,1.0,3.4517821078824396
808,0,1.0,1.1711428951939495
809,0,1.0,1.056985455523478
810,0,1.0,2.928019922122001
811,0,1.0,3.5246700046067225
812,0,1.0,4.194012288367006
813,0,1.0,3.077823156667321
814,0,1.0,1.5634150176487354
815,0,1.0,1.8538032759299408
816,0,1.0,0.6793549098592062
817,0,1.0,4.321019006470863
818,0,1.0,2.5851327504860766
819,0,1.0,-2.160158340675796
820,0,1.0,3.3773161757099763
821,0,1.0,2.4423327151428413
822,0,1.0,1.7106534931177972
823,0,1.0,2.8843624111580763
824,0,1.0,2.8656347420359394
825,0,1.0,3.5461680969905034
826,0,1.0,3.121682049322201
827,0,1.0,2.9834363297630735
828,0,1.0,1.9102520983080318
829,0,1.0,3.93011763345662
830,0,1.0,-0.5306111970030893
831,0,1.0,2.910238275573495
832,0,1.0,0.7986064911934547
833,0,1.0,2.1390675871170526
834,0,1.0,3.3464858363922843
835,0,1.0,1.966005605038363
836,0,1.0,2.168650500121844
837,0,1.0,3.7333001079979438
838,0,1.0,0.5949273864657558
839,0,1.0,3.627635462730848
